 El-array Spa.1 Spa.2 Spa.3 Spa.4 Rho  Dev.  M   Sp   Vp   In   Time Spa.5 Spa.6 Spa.7 Spa.8 Spa.9 Spa.10 Spa.11 Spa.12 M1   M2   M3   M4   M5   M6   M7   M8   M9   M10   M11  M12  M13  M14  M15  M16  M17  M18  M19  M20  Mdly TM1  TM2  TM3  TM4  TM5  TM6  TM7  TM8  TM9  TM10 TM11 TM12 TM13 TM14 TM15 TM16 TM17 TM18 TM19 TM20 Stack Rs-Check Vab  Pab  Rab  Latitude Longitude Name Channel Overload Tx-Bat Rx-Bat Temp. Date Gapfiller Synch Cole Tau Cole M Cole rms
 Dipole Dipole 0.00 1.00 2.00 3.00 1.39 0.06 -1.94 -18.60 -63.515 858.513 500 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 -5.71 -4.50 -3.75 -3.35 -2.57 -2.23 -1.93 -1.80 -1.59 -1.24 -0.99 -0.90 -0.83 -0.88 -0.78 -0.72 -0.61 -0.51 0.00 0.00 60 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 3 0.00 277 238 0.3 00.000000 00.000000 DD48 1 0 11.26 12.30 40.2 4/21/2016 12:36:56 PM 0 1 0.0 0.00 0.0
 Dipole Dipole 0.00 1.00 3.00 4.00 0.64 0.49 1.78 -24.43 -7.266 858.513 500 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 3.23 2.19 2.35 2.03 1.92 2.46 3.01 3.28 1.42 0.98 1.48 1.20 1.75 1.15 0.82 0.98 0.87 0.98 0.00 0.00 60 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 3 0.00 277 238 0.3 00.000000 00.000000 DD48 2 0 11.26 12.30 40.2 4/21/2016 12:36:56 PM 0 0 0.0 0.00 0.0
 Dipole Dipole 0.00 1.00 4.00 5.00 0.54 1.52 -12.69 11.41 -2.439 858.513 500 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 -36.34 -27.06 -20.70 -20.37 -18.41 -15.81 -8.32 -7.83 -12.55 -12.39 -4.73 -2.78 -5.71 -6.69 -8.96 -9.13 -5.22 -5.38 0.00 0.00 60 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 3 0.00 277 238 0.3 00.000000 00.000000 DD48 3 0 11.26 12.30 40.2 4/21/2016 12:36:57 PM 0 0 0.0 0.00 0.0
 Dipole Dipole 0.00 1.00 5.00 6.00 0.48 3.11 28.67 8.86 -1.088 858.513 500 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 81.51 61.77 40.57 21.56 32.16 27.78 24.49 28.14 28.87 25.95 19.01 23.03 22.30 19.74 12.43 17.91 15.72 13.16 0.00 0.00 60 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 3 0.00 277 238 0.3 00.000000 00.000000 DD48 4 0 11.26 12.30 40.2 4/21/2016 12:36:57 PM 0 0 0.0 0.00 0.0
 Dipole Dipole 0.00 1.00 6.00 7.00 0.50 5.35 -12.57 -6.71 -0.652 858.513 500 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 -21.98 -9.78 -20.15 -12.74 -3.00 -0.56 5.52 -25.50 -46.89 -44.42 -9.08 -5.46 12.29 -7.26 -21.95 -31.13 2.49 13.43 0.00 0.00 60 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 3 0.00 277 238 0.3 00.000000 00.000000 DD48 5 0 11.26 12.30 40.2 4/21/2016 12:36:57 PM 0 0 0.0 0.00 0.0
 Dipole Dipole 0.00 1.00 7.00 8.00 0.43 15.96 7.51 27.10 -0.353 858.513 500 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 11.26 34.91 -1.13 20.27 36.04 11.26 2.25 1.13 -4.50 4.50 10.14 7.88 9.01 9.01 12.39 15.77 -18.02 -27.03 0.00 0.00 60 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 3 0.00 277 238 0.3 00.000000 00.000000 DD48 6 0 11.26 12.30 40.2 4/21/2016 12:36:57 PM 0 0 0.0 0.00 0.0
 Dipole Dipole 0.00 1.00 8.00 9.00 0.18 43.84 710.60 -10.90 -0.095 858.513 500 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2191.79 1530.60 1213.05 946.17 925.63 847.14 694.23 560.82 419.02 384.13 529.08 587.84 421.97 453.45 379.59 251.18 277.23 177.95 0.00 0.00 60 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 3 0.00 277 238 0.3 00.000000 00.000000 DD48 7 0 11.26 12.30 40.2 4/21/2016 12:36:57 PM 0 0 0.0 0.00 0.0
 Dipole Dipole 0.00 1.00 9.00 10.00 0.53 22.46 -165.01 -41.62 -0.200 858.513 500 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 -609.13 -436.51 -289.68 -230.16 -166.67 -190.48 -152.78 -125.00 -130.95 -67.46 -35.71 -59.52 -103.17 -134.92 -107.14 -87.30 -47.62 3.97 0.00 0.00 60 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 3 0.00 277 238 0.3 00.000000 00.000000 DD48 8 0 11.26 12.30 40.2 4/21/2016 12:36:57 PM 0 0 0.0 0.00 0.0
 Dipole Dipole 0.00 1.00 10.00 11.00 0.24 89.36 69.44 35.47 -0.067 858.513 500 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 113.10 -71.43 -23.81 130.95 178.57 107.14 166.67 202.38 53.57 -41.67 41.67 59.52 -29.76 17.86 -95.24 23.81 202.38 214.29 0.00 0.00 60 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 3 0.00 277 238 0.3 00.000000 00.000000 DD48 9 0 11.26 12.30 40.2 4/21/2016 12:36:57 PM 0 0 0.0 0.00 0.0
 Dipole Dipole 0.00 1.00 11.00 12.00 0.55 50.96 -139.47 9.13 -0.114 858.513 500 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 -309.03 -260.42 -152.78 -100.69 -184.03 -208.33 -187.50 -118.06 -114.58 -177.08 -166.67 -125.00 -76.39 -149.31 -107.64 -45.14 -10.42 -17.36 0.00 0.00 60 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 3 0.00 277 238 0.3 00.000000 00.000000 DD48 10 0 11.26 12.30 40.2 4/21/2016 12:36:57 PM 0 0 0.0 0.00 0.0
