 El-array Spa.1 Spa.2 Spa.3 Spa.4 Rho  Dev.  M   Sp   Vp   In   Time Spa.5 Spa.6 Spa.7 Spa.8 Spa.9 Spa.10 Spa.11 Spa.12 M1   M2   M3   M4   M5   M6   M7   M8   M9   M10   M11  M12  M13  M14  M15  M16  M17  M18  M19  M20  Mdly TM1  TM2  TM3  TM4  TM5  TM6  TM7  TM8  TM9  TM10 TM11 TM12 TM13 TM14 TM15 TM16 TM17 TM18 TM19 TM20 Stack Rs-Check Vab  Pab  Rab  Latitude Longitude Name Channel Overload Tx-Bat Rx-Bat Temp. Date Gapfiller Synch Cole Tau Cole M Cole rms
 Wenner VES 0.00 45.00 15.00 30.00 0.64 31.23 -16.24 -36.10 2.747 401.547 500 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 -99.79 -51.08 16.05 -5.93 -33.07 -34.88 -21.15 -18.88 -9.45 -20.40 -22.17 -7.00 -7.01 -2.28 10.83 12.01 2.76 -0.89 0.00 0.00 60 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 6 0.00 547 220 1.4 00.000000 00.000000 WE48 1 0 11.03 12.05 49.5 4/21/2016 1:25:27 PM 0 1 0.0 0.00 0.0
 Wenner VES 0.00 42.00 14.00 28.00 0.56 25.43 -22.31 151.92 2.445 382.635 500 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 -94.22 -61.94 -42.04 -33.67 -20.59 -21.79 -30.23 -26.19 -14.10 -9.19 -11.92 -8.46 -7.59 2.22 4.00 -6.45 -7.19 -12.32 0.00 0.00 60 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 6 0.00 597 228 1.6 00.000000 00.000000 WE48 1 0 11.03 12.05 49.5 4/21/2016 1:25:37 PM 0 1 0.0 0.00 0.0
 Wenner VES 0.00 39.00 13.00 26.00 0.56 7.56 -12.46 97.01 2.858 416.636 500 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 -69.13 -49.54 -46.88 -38.67 -30.19 -28.11 -20.73 2.47 14.15 12.91 14.18 11.00 13.78 19.47 5.71 -12.50 -10.01 -12.11 0.00 0.00 60 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 3 0.00 529 220 1.3 00.000000 00.000000 WE48 1 0 11.03 12.21 49.5 4/21/2016 1:25:43 PM 0 1 0.0 0.00 0.0
 Wenner VES 0.00 36.00 12.00 24.00 0.51 7.68 -8.44 23.01 5.987 879.156 500 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 -7.47 -8.52 -7.52 -6.66 -6.79 -6.26 -8.85 -9.12 -6.94 -6.01 -6.07 -4.15 -1.37 -7.07 -11.57 -13.17 -17.54 -16.88 0.00 0.00 60 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 3 0.00 251 220 0.3 00.000000 00.000000 WE48 1 0 11.00 12.21 49.5 4/21/2016 1:25:48 PM 0 1 0.0 0.00 0.0
 Wenner VES 0.00 33.00 11.00 22.00 0.50 12.33 -12.48 47.75 3.446 475.786 500 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 -19.85 -16.68 -14.97 -10.71 -12.65 -15.59 -8.22 -8.28 -16.63 -13.82 -11.23 -11.99 -16.70 -11.96 -8.33 -9.19 -9.32 -8.46 0.00 0.00 60 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 6 0.00 465 221 1.0 00.000000 00.000000 WE48 1 0 11.00 12.05 49.5 4/21/2016 1:25:58 PM 0 1 0.0 0.00 0.0
 Wenner VES 0.00 30.00 10.00 20.00 0.49 6.61 -3.93 20.08 3.456 439.863 500 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 -10.99 -8.92 -2.01 0.85 -3.88 -4.90 0.15 -2.36 -3.95 -1.77 2.60 0.98 -2.84 -3.75 -5.10 -5.31 -8.07 -11.42 0.00 0.00 60 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 3 0.00 500 220 1.1 00.000000 00.000000 WE48 1 0 11.00 12.21 49.5 4/21/2016 1:26:04 PM 0 1 0.0 0.00 0.0
 Wenner VES 0.00 27.00 9.00 18.00 0.47 6.18 -3.34 -126.39 5.396 654.821 500 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 -24.60 -18.40 -13.31 -9.33 -8.87 -1.55 1.76 1.10 6.17 -1.61 -3.58 0.86 1.95 0.18 2.16 3.04 -0.52 4.36 0.00 0.00 60 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 3 0.00 329 215 0.5 00.000000 00.000000 WE48 1 0 11.06 12.21 49.5 4/21/2016 1:26:10 PM 0 1 0.0 0.00 0.0
 Wenner VES 0.00 24.00 8.00 16.00 0.44 2.44 -1.78 24.75 6.994 792.997 500 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.73 -0.51 -0.34 -0.06 -2.79 -2.39 -3.35 -3.81 -0.74 -0.63 1.53 2.83 1.81 -2.33 -4.44 -7.05 -5.68 -4.89 0.00 0.00 60 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 3 0.00 276 219 0.3 00.000000 00.000000 WE48 1 0 11.03 12.21 49.0 4/21/2016 1:26:16 PM 0 1 0.0 0.00 0.0
 Wenner VES 0.00 21.00 7.00 14.00 0.45 4.61 -0.13 -65.94 5.160 507.146 500 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 -2.24 -1.55 2.92 1.69 0.92 0.84 0.07 0.38 -0.16 3.22 9.07 5.54 3.46 1.06 -1.24 -7.62 -8.78 -9.86 0.00 0.00 60 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 3 0.00 439 223 0.9 00.000000 00.000000 WE48 1 0 11.00 12.21 49.5 4/21/2016 1:26:22 PM 0 1 0.0 0.00 0.0
 Wenner VES 0.00 18.00 6.00 12.00 0.53 7.31 -7.77 25.35 3.752 265.752 500 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 -55.86 -32.35 -17.31 -10.74 -7.78 -5.13 -5.34 -1.85 1.21 2.70 2.08 4.52 2.30 1.34 -2.36 -3.85 -5.64 -5.74 0.00 0.00 60 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 3 0.00 756 201 2.8 00.000000 00.000000 WE48 1 0 11.12 12.19 49.0 4/21/2016 1:26:28 PM 0 1 0.0 0.00 0.0
